tier,edit_type,edit_detail,ratio,word_a,freq_a,example_a,word_b,freq_b,example_b,decision,preferred_form,notes
review,indel,',3.9,ghwaw'o,27,W'uw'iw'i ghwaw'o ghose.,ghwawo,7,Wanake wefwana kufundishwa tabia ripoiya kowokia mwanake ghwawo,,,
review,indel,r,1.6,ikurie,13,Nachoka baada ya kazi ikurie,rikurie,21,Ngelo rikurie radafudisha malazi.,,,
review,indel,',3.2,w'arwa,8,W'arwa vadu vibaa,warwa,26,Warwa kofe,,,
review,indel,k,3.9,kodu,7,Elimu ni chia yekuchuria kughesha kodu.,odu,27,Dua moyo oho mzuri odu.,,,
review,indel,d,5.8,kiasi,5,Ela sena yaditesia kukaia na kiasi chimu cha kuhoresha w'ongo,kidasi,29,Kidasi cha mawora ndechitanya na izi.,,,
review,indel,a,7.5,malacha,4,Ughu muzi ghoko na maaghi malacha.,mlacha,30,Iri nyonyi raweenda mda mlacha.,,,
review,indel,o,1.3,ndenyi,15,Ghwaighu ghudadukwa ni ghwa ndenyi.,ndoenyi,19,Mlungu uchakaba ndoenyi.,,,
review,indel,',3.9,aw'i,27,Charo cheghenda Amerika ni matuku aw'i,awi,7,Midi maghana awi ghademwa ni waisanga kutesea iaghi ja skulu,,,
review,indel,h,2.1,mabaa,23,Wukame ghukazidi ghwadareda maafa mabaa kwa wakulima na walisha,mabaha,11,Shimba radima kukaia na meso mabaha.,,,
auto,indel,d,10.3,marina,31,Lolia m'mbenyu marina gha choka dighimanye.,marinda,3,Wada marisha marinda,,,
review,indel,',5.8,m'ariwa,5,M'ariwa ghasinga shuu.,mariwa,29,Nadeka mswara nighuje na mariwa ghivimbie idime.,,,
review,substitution,e/o,1.6,kedi,13,Wandu wadajikalia weni kedi kukafwa kwada na mali rako,kodi,21,Kodi ra ighu rashekeria w'andu w'a cheshighadi na andenyi w'ori w'isekekumba mafungu ghaw'o kwa zoghori.,,,
review,substitution,u/d,1.4,dende,14,Dende mbuw'enyi.,uende,20,Jeko ilaghoki mundu kufuma mzawo na uende uwike maranu ghake,,,
review,substitution,k/w,4.7,kedu,28,"Ighesho jezoya skilu ,bishi kijijinyi kedu jedeughwa mkono ni jamii ndazi",wedu,6,Ihii skulu yawatesia wadawana wedu.,,,
review,substitution,z/w,1.4,iwi,20,Nichamshana mao shilingi mirongo iwi.,izi,14,Kidasi cha mawora ndechitanya na izi.,,,
review,substitution,d/l,3.2,mdamu,26,W'uw'iw'i ghwa mdamu.,mlamu,8,Mlamu wocha nakio,,,
auto,substitution,w/n,10.3,naw'ona,31,Naw'ona mundu mlacha sa ndigha,waw'ona,3,Ini simkotiagha kama waw'ona unyame ata ini nanyama,,,
auto,substitution,d/k,10.3,duu,31,Kokunda va duu,kuu,3,Kishere cheoma kuu.,,,
review,substitution,c/j,4.7,wacha,28,Wacha kurashua na kukora mudi ughu.,wajha,6,Wajha Hotelinyi,,,
review,substitution,d/t,1.4,danu,20,Neka na dilo danu nawedungumia,tanu,14,Ela tanu kwameria kuchelwa ni malagho.,,,
auto,substitution,w/k,10.3,kaw'ona,31,"Kedi w'ei kaw'ona wikunde w'iide mitihani, ni suti w'imanye ivo viteto",waw'ona,3,Ini simkotiagha kama waw'ona unyame ata ini nanyama,,,
review,substitution,b/s,1.3,bea,19,Na aw'o w'inughagha bea ra mumbi ndew'idimagha kumrira Mlungu.,sea,15,Sea kidombo aha,,,
review,substitution,h/a,5.8,jaa,5,Jaa mboa mboa,jha,29,Ishati jhake ni jha misharia,,,
review,substitution,d/n,5.8,daw'ekunda,5,Daw'ekunda kuw'aya matunda,naw'ekunda,29,Naw'ekunda kughua icho chuo,,,
review,substitution,i/o,1.4,mbai,20,Agha ni matuku gha kutua mbai.,mbao,14,Kuseide mbao kima,,,
review,substitution,s/k,1.4,akili,20,Nguvu ya akili ni muhoimu,asili,14,Nawepoilwa ni asili ya mazingira,,,
review,substitution,e/o,1.1,ndeo,16,Nechi ini ni ndeo?,ndoo,18,Idime ni ituku jipoiye ja iruwa na ndoo kuela kabisa,,,
review,substitution,m/o,3.9,mdu,7,Matuku ghose mdu wadima kuzoya wuwishi.,odu,27,Dua moyo oho mzuri odu.,,,
review,substitution,e/a,1.1,kuzighana,18,Chungua kwa kuzighana.,kuzighane,16,Imbiri kuseruwukie mtandara kuzighane mtorori,,,
review,substitution,e/o,2.8,jeka,25,Iji igare jeka na injini ibaa.,joka,9,Joka lughongonyi,,,
auto,substitution,l/m,10.3,ulu,3,Sigheshaa nipataa magome ghangi ulu luma lwa penyu.,umu,31,"Kuagha sere ni ijukumu ja kila umu ,mbaa na hata mtini.",,,
review,substitution,d/l,1.3,kudima,19,Nyonyi ridima kudima nicha,kulima,15,Kwaweenda mbuwenyi kulima na kuwaa mapemba .,,,
review,substitution,a/k,1.6,ghiao,13,Magome ghiao.,ghiko,21,Na nikekotia kwa makongo agha ghiko sana sana ni makongo ghiao,,,
auto,indel,d,10.0,diguo,3,Walimu widedizera diguo vuo vina vina.,iguo,30,Nefuma aho iguo,,,
review,indel,i,4.5,gho,6,Ihii nyumba eko na wulalo gho horesha.,igho,27,Igho jiko moyo na iyo mbari ya wueli.,,,
review,indel,',3.1,w'ori,25,Na vuo vefundisha w'ori viandiko,wori,8,Shimba idima kulasa iseghe shwa wori.,,,
review,indel,i,1.2,mghondi,15,Ela nakio orekoghe ukifuma kwendalala aighu ya mghondi,mighondi,18,Iji isanga jeko na mighondi mibaa.,,,
auto,indel,m,10.0,mwanidu,30,Mwanidu wa womi wachee,wanidu,3,Sharon wabonyere wanidu winileghe putu.,,,
review,indel,',2.0,kuseliw'e,11,Kuseliw'e kujiandikishira kukaba kura,kuseliwe,22,Kuseliwe kuduka kiisanduku chako cha vindo va nadime,,,
review,indel,e,4.5,bonya,27,Bonya ilombi jekulindia na iriso.,ebonya,6,Ndedinekelo rusa ebonya kazi nakio.,,,
review,indel,',1.1,mbew'a,17,Mbew'a yaw'adwa ni mdegho,mbewa,16,Mbewa ikatoa kishoo ndeilekagha.,,,
review,indel,',1.8,w'uki,21,Datumia w'uki vindonyi na kwa maghanga.,wuki,12,Nakundaa wuki.,,,
review,indel,o,4.5,bonya,27,Bonya ilombi jekulindia na iriso.,obonya,6,Obonya mwano.,,,
review,indel,m,5.6,ando,5,Skulu mbaa ni ando kupoie koshomia.,mando,28,Mando ghamu ni ncha kubonya mazoezi,,,
review,indel,m,2.7,kwako,24,Nido kwako.,mkwako,9,Iji nivikagha mzinyi nimzera mkwako kwawuia shelemba,,,
review,indel,k,7.2,kwaka,4,Kwaki kwaka na machu,waka,29,Washomi waka wengi wa mashomo tofauti,,,
review,indel,w,1.5,kunya,13,Vua yeendelia kunya.,kunywa,20,Kuseliwe kunywa machi gha kutosha,,,
review,indel,u,2.0,bara,11,Naenda bara magho,barua,22,Barua pepe ni chia ya mawasiliano,,,
review,indel,m,7.2,ingi,29,Ndeekoghe chia ingi zima ela kulala isakenyi.,mingi,4,W'ana ndew'ikaiaa miaka mingi skulu.,,,
review,substitution,i/o,4.5,ighi,6,Nawalindia ighi mapemba ghisejigho ni fuwe.,igho,27,Igho jiko moyo na iyo mbari ya wueli.,,,
review,substitution,y/k,7.2,waka,29,Washomi waka wengi wa mashomo tofauti,waya,4,Mwaawu waweenda waya mbogha,,,
review,substitution,u/o,5.6,mando,28,Mando ghamu ni ncha kubonya mazoezi,mandu,5,"Wachaghirie mandu adadu kwa w'omi w'azima, uko si kushughunuka?",,,
review,substitution,v/k,3.7,kenyu,26,Vindo va luma lwa kenyu visingagha shuu.,venyu,7,Dichatesia vipughi venyu vose.,,,
review,substitution,u/e,5.6,kedu,28,"Ighesho jezoya skilu ,bishi kijijinyi kedu jedeughwa mkono ni jamii ndazi",kudu,5,Nawekulomba mrika kunineke kudu.,,,
auto,substitution,k/j,10.0,w'aje,3,W'aje w'ai w'aichi kuvina,w'ake,30,W'aw'ibonya malaika w'ake w'iw'uye mbeo.,,,
auto,substitution,l/n,10.0,nileke,3,Nileke nieka,nineke,30,Nineke nyondo,,,
review,substitution,r/d,2.3,deda,10,Jingi siwone kisuka cha deda,reda,23,Reda magome ghapo.,,,
review,substitution,g/c,5.6,kuchora,5,Wadima kuchora.,kughora,28,Kuseliwe kughora ``chawucha'',,,
review,substitution,v/w,2.0,veka,22,Ivi vindo veka na harufu ipoie.,weka,11,Wandu weka na kiwiwi na isi.,,,
review,substitution,v/d,1.5,dadima,13,Dadima ngera dizere hali ya agho makongo yakundikie wandu wibonye wada?,vadima,20,Vichuku vadima kureda maghaluso ghiboie.,,,
review,substitution,r/f,3.7,wafwa,7,Mae wafwa imbe.,warwa,26,Warwa kofe,,,
review,substitution,m/l,1.5,lazima,13,Ishima ni ilagho ja lazima,mazima,20,Elimu yadima kufungua minyango yeenda masanga mazima.,,,
review,substitution,o/e,3.7,kenyu,26,Vindo va luma lwa kenyu visingagha shuu.,konyu,7,Mzinyi konyu ni hao?,,,
review,substitution,u/d,5.6,ndo,5,Mufu na mnavu ndo ghuko hata machi nighelola mwanedu.,nuo,28,Mmangi wa isanga nuo kilongozi mbaa zaidi isangenyi,,,
review,substitution,d/l,7.2,kidasi,29,Kidasi cha mawora ndechitanya na izi.,kilasi,4,Wana wa kilasi cha mfungade wanekwa vuo ikumi na viwi.,,,
review,substitution,r/w,4.5,huru,6,Muisanga uhuu waboilwa ni kusighwa huru.,huwu,27,Maisha ghikaendelia huwu didafuma dende kuzima.,,,
review,substitution,o/u,1.2,kora,15,Kora modo kudeke,kura,18,Kuseliwe kura kofia ya wusalama,,,
review,substitution,m/l,5.6,luzi,5,Luzi lwadumbuka,muzi,28,Muzi ghononwa.,,,
review,substitution,r/k,3.7,kenyu,26,Vindo va luma lwa kenyu visingagha shuu.,renyu,7,Rashuenyi ngolo renyu,,,
review,substitution,a/e,3.1,nakunda,8,Nalomba kunidumie aghaje magome gheenda whughangenyi nakunda nifume aha kiramka kana.,nakunde,25,Nakunde nikulow'uo.,,,
review,substitution,k/w,7.2,kaka,4,Nyumba ya kaka erew'ada modo.,waka,29,Washomi waka wengi wa mashomo tofauti,,,
review,substitution,u/a,2.7,w'abaa,24,Vindo vikurie ni va w'andu w'abaa.,w'ubaa,9,W'ashahidi dighuwonie w'ubaa ghwa Kristo.,,,
review,substitution,n/b,1.5,kaba,20,Diende kaba mpira,kana,13,Nalomba kunidumie aghaje magome gheenda whughangenyi nakunda nifume aha kiramka kana.,,,
review,substitution,e/',1.2,naw'enda,15,naw'enda misarigho ya skuli,naweenda,18,Naweenda chaghunyi didedanye lumalwakenyi.,,,
review,indel,',7.0,w'aya,28,Orekoghe na w'wana ghodeda ghuseko na w'aya.,waya,4,Mwaawu waweenda waya mbogha,,,
review,indel,e,9.7,mboeri,3,Ghenda mboeri kusew'usire mwana,mbori,29,Mbori raaw'uya vindo vapo.,,,
review,indel,a,9.7,mariwa,29,Nadeka mswara nighuje na mariwa ghivimbie idime.,mriwa,3,Mriwa wapo oka na ndasanya,,,
review,indel,',3.6,w'adakunda,7,W'adakunda malagho mabaa mabaa.,wadakunda,25,Muisanga uhuu wadakunda malagho ghiwiko worinyi.,,,
review,indel,i,9.7,ijha,3,Dineke ijha mbeu yako,jha,29,Ishati jhake ni jha misharia,,,
review,indel,s,1.1,kueka,17,Kumanye nekulisa oho kueka.,kuseka,15,Siwuriagha kuseka.,,,
review,indel,m,3.0,shoa,24,Indoko diende shoa mbande noko cha kilembenyi,shoma,8,kila kifulanguwo isi dida shoma vuo va chughano.,,,
review,indel,i,4.3,mizima,6,Iri nguwo ni ra mishono mizima mizima.,mzima,26,W'andu w'eka na w'uya mzima mzima.,,,
review,indel,l,1.1,lola,17,"Lomba, Lola.",ola,15,Ola sikirenyi.,,,
review,indel,m,1.1,mbenyu,15,kusekelombia mbenyu maw'iw'i,mmbenyu,17,Chadu cha mmbenyu,,,
review,indel,n,1.7,dini,12,W'ele dini yako ni iyao?,ndini,20,nekunda kudeka na sufuria ndini,,,
review,indel,k,7.0,kucha,28,Kucha sinda na mwana wapo ituku jichaa nakunda nighende njumonyi.,ucha,4,Ucha ghudishwa,,,
review,indel,h,5.4,huwu,27,Maisha ghikaendelia huwu didafuma dende kuzima.,uwu,5,Nawaenja mwana skuli ngelo ra saa ikenda uwu.,,,
review,indel,w,2.2,ghasia,22,Mariwa ghasia,ghwasia,10,Mfu ghwa mapemba/mabemba ghwasia,,,
review,indel,r,3.6,w'oi,7,Wabonya kazi W'oi.,w'ori,25,Na vuo vefundisha w'ori viandiko,,,
review,indel,k,1.5,adadu,19,Orevina na uo mwanaw'aka kwa masaa adadu.,kadadu,13,Kesho ni kadadu,,,
review,indel,',1.5,w'uloli,19,Kukakunda w'uloli kotia w'ana,wuloli,13,Ndodo rako radima kuka wuloli ghwa kesho,,,
review,indel,i,3.6,makotio,7,Ndounijibuye makotio ghapo.,makoto,25,Kusesowe kukotia makoto,,,
review,substitution,u/a,9.7,mbawa,3,Nyonyi radima kukaia na mbawa ndacha.,mbuwa,29,Mbuwa ijilo vindo yadamanyika matasa.,,,
review,substitution,n/w,3.6,nakunde,25,Nakunde nikulow'uo.,wakunde,7,Uhuu muisanga wakunde kwenda kimbiri.,,,
review,substitution,i/a,3.0,ndagha,24,Walaghasha ndagha yape,ndigha,8,"Dedimeghe kuwona shimba, chovu, ndigha katika mazingira ghawo",,,
review,substitution,e/a,4.3,vaka,6,Vindo vako vaka tayari,vake,26,Vuo vake verashuka,,,
review,substitution,v/w,1.3,vaw'o,18,W'aka w'ape w'edukisha vilambo vaw'o vose kwa ngamila raw'o iw'i.,waw'o,14,Kichuku chose chaendie zighana ndee waw'o aja hospitali ya Voi.,,,
review,substitution,i/a,5.4,matini,27,"Isanga jakaya na malagho, Vilambo vajoka, Vilongozi wawoka malagho matini matini, njala yakaiya na malagho ghaka ghikurie.",mitini,5,Misele mitini mitini yadareda mafanikio mabaa.,,,
review,substitution,c/g,2.6,chachua,9,Choro chachua.,ghachua,23,Machi ghachua modenyi,,,
review,substitution,g/d,9.7,indi,3,Koshi idaghenda aha ikumbilwagha indi.,ingi,29,Ndeekoghe chia ingi zima ela kulala isakenyi.,,,
review,substitution,d/n,1.5,dadima,13,Dadima ngera dizere hali ya agho makongo yakundikie wandu wibonye wada?,nadima,19,Nadima kusikira lwaka lwa ndege,,,
review,substitution,e/a,9.7,jha,29,Ishati jhake ni jha misharia,jhe,3,Ikanisa ijhi jhe kaba makofi Jiwangwagha,,,
review,substitution,u/i,4.3,bila,26,Vilongozi wefwana kuhudumia wananchi bila kubagua ungi,bula,6,Awongo udeniguya bula wa chilu.,,,
review,substitution,y/r,4.3,choro,26,Ichi choro chawuduka mwachiwonieghe wele?,choyo,6,Mndu kakaia na choyo kwam'manyira kuvisa vindo.,,,
review,substitution,z/p,1.1,mipango,17,Ibonyeka karakara na mipango.,mizango,15,Iji shairi jakwanya wandu wa mizango wa andu kose.,,,
review,substitution,a/i,4.3,jako,26,Ituku jako jike na kupoilwa,jiko,6,Igho jiko moyo na iyo mbari ya wueli.,,,
review,substitution,l/k,9.7,waka,29,Washomi waka wengi wa mashomo tofauti,wala,3,Nausikira wala neusikira.,,,
review,substitution,a/e,7.0,kughora,28,Kuseliwe kughora ``chawucha'',kughore,4,Na kwadima kughore serikali mbaa yeok na kii chebonya kwa malagho gheendesha iji isanga/,,,
review,substitution,a/i,2.6,vako,23,Vindo vako vaka tayari,viko,9,Wandu wakundikia vilambo viko navo karibu na eweweni.,,,
review,substitution,a/u,9.7,waka,29,Washomi waka wengi wa mashomo tofauti,wuka,3,Wuka shalu shalu,,,
review,substitution,l/k,3.0,kwako,24,Nido kwako.,lwako,8,Lukaso lwako,,,
review,substitution,w/k,2.6,vako,23,Vindo vako vaka tayari,vawo,9,"Na ngera kama niwupande ghobonya kama zoghori huwu wakati wandu wawa vindo vawo, mwauzira masanga ghia na ghia?",,,
review,substitution,r/w,9.7,raka,3,Mabemba reocha raka tayari.,waka,29,Washomi waka wengi wa mashomo tofauti,,,
review,substitution,c/g,1.3,nacho,14,Chuo chako neko nacho mzinyi pedu,nagho,18,Ghuja wasi kuko nagho kughorie Mlingu ukutesie,,,
review,substitution,r/w,7.0,racha,4,Racha wele,wacha,28,Wacha kurashua na kukora mudi ughu.,,,
review,substitution,k/w,5.4,kumweri,27,Kichuku chapo chadakunda kuja andu kumweri lumalwakenyi.,wumweri,5,Wandu wekundikia kukaa na wumweri.,,,
review,substitution,d/n,3.0,daenda,8,Idime daenda m'wada mwana wa mwan'duu uvalo icho kivulanguwo.,naenda,24,Naenda mbuwenyi,,,
review,substitution,y/g,2.6,funga,9,Mao waenda funga mifugho,funya,23,Funya mifugho w'azenyi.,,,
review,substitution,z/w,7.0,muwi,4,Kuboilwa ndekupatikagha kwa vilambo va muwi vieka.,muzi,28,Muzi ghononwa.,,,
review,substitution,v/k,2.6,kidoi,9,Jingi siwonie kidoi ukabwagha.,vidoi,23,Vidoi veiw'a kila kilambo okoghe nacho.,,,
review,substitution,k/l,7.0,kihi,28,Daw'ida mwaw'aa kihi?,lihi,4,Kovalo lihi?,,,
review,substitution,u/i,1.3,kifwa,18,Ulemwa kusikira nde na mae ufo kifwa,kufwa,14,W'ose w'izamilwagha ni ini w'eekunda kufwa.,,,
review,substitution,n/m,1.1,ima,17,Ima dipate mawughanga aha mzedu,ina,15,Miaka rapo ni mrongo ina na ina.,,,
review,indel,',2.4,maghuw'a,22,maghuw'a ghiao,maghuwa,9,Msedaghe makanda gha maghuwa,,,
review,indel,r,1.2,idima,14,Ihi ndege idima kuduka wandu.,ridima,17,Nyonyi ridima kurama ighu,,,
review,indel,u,9.3,wacha,28,Wacha kurashua na kukora mudi ughu.,wachua,3,Wachua ighade.,,,
review,indel,i,5.2,mdinyi,26,Wavavirika/Washoghonoka ukisarigha mdinyi,midinyi,5,saw'au raadikwa midinyi,,,
review,indel,w,6.8,odu,27,Dua moyo oho mzuri odu.,wodu,4,Mwalimu wodu ndeuchee,,,
review,indel,v,1.4,imu,18,Hata saa inonekie ngelo imu yaweghora wuloli.,vimu,13,"Msejhe vindo vose, msighare vimu",,,
review,indel,m,9.3,muzi,28,Muzi ghononwa.,uzi,3,Uhuu uzi wozama.,,,
review,indel,',2.9,w'ambao,23,w'edeka w'ibwagho sa w'ambao,wambao,8,Wandu wekindikia wifundishe wambao.,,,
review,indel,b,4.2,kukaa,6,Wangu wakundikia kukaa na mawono malazi.,kukaba,25,Kwavolwa kusighe kukaba m'mbenyu.,,,
review,indel,o,6.8,kumoni,27,Kukunda kumoni yadaboia ela kulwana kila ituku.,okumoni,4,Waghenyi wa loli ni awaje wikubonyagha kujielelo sa okumoni.,,,
review,indel,n,5.2,monyo,5,Wakoja monyo nyo ra Kijiji.,moyo,26,Igho jiko moyo na iyo mbari ya wueli.,,,
review,indel,o,2.9,funya,23,Funya mifugho w'azenyi.,ofunya,8,Mdaw'ana ofunya ighi ukaneka w'andu w'ekuw'ida ndayo.,,,
review,substitution,i/o,2.9,ifwa,8,Kuchapata ifwa karakara na ilaghiro.,ofwa,23,Ofwa wendavalwa.,,,
review,substitution,b/m,5.2,bila,26,Vilongozi wefwana kuhudumia wananchi bila kubagua ungi,mila,5,Isanga iji jeko na mila riboie.,,,
review,substitution,j/k,9.3,cheja,3,Uhu uko na cheja umneke uhu mwana wasowa vindo,cheka,28,Kula kilambo cheka aho.,,,
review,substitution,j/c,9.3,cheka,28,Kula kilambo cheka aho.,jheka,3,Iridia jhapo jheka ivui,,,
review,substitution,u/i,1.1,kitini,15,Malunji oka na chongo kitini.,kutini,16,Nikakaia nisew'usire maghu kutini najighwa ni kiw'onu.,,,
review,substitution,k/v,1.4,kana,13,Nalomba kunidumie aghaje magome gheenda whughangenyi nakunda nifume aha kiramka kana.,vana,18,Vana vakongodwa,,,
review,substitution,i/a,3.4,naenda,24,Naenda mbuwenyi,nienda,7,Naweghenda mbuwenyi nienda lola mbogha na wijomba veja lumalwakenyi.,,,
review,substitution,i/o,5.2,kulila,5,Kulila kwa kusowa sere.,kulola,26,Kusesighe kulola maarifa,,,
review,substitution,a/e,5.2,kulola,26,Kusesighe kulola maarifa,kulole,5,Kulole Njogholo,,,
review,substitution,f/n,9.3,fuo,3,Bahari eka na fuo righokie.,nuo,28,Mmangi wa isanga nuo kilongozi mbaa zaidi isangenyi,,,
review,substitution,d/m,1.4,w'adadu,13,W'ai w'adadu w'aghenda mbuw'enyi kuw'waya mbogha,w'adamu,18,W'asi ghwa w'adamu ghusiaa lii?,,,
review,substitution,m/j,1.4,naja,13,Kifu chweniluma angu naja mngulu mlazi.,nama,18,Leka nije kwaza nama nijoke wulinyi,,,
review,substitution,o/e,2.9,lwake,23,Lwembe lwake lumweri lochika.,lwako,8,Lukaso lwako,,,
review,substitution,k/m,9.3,kucha,28,Kucha sinda na mwana wapo ituku jichaa nakunda nighende njumonyi.,mucha,3,Mlungu ni mucha.,,,
review,substitution,o/e,5.2,erekoghe,5,Io mizi erekoghe na wasi mungi.,orekoghe,26,Orekoghe na w'wana ghodeda ghuseko na w'aya.,,,
review,substitution,s/m,1.6,maana,19,Wufundi ni wujuzi ghwa maana,saana,12,Wusalama gha barabarenyi ni muhimu saana,,,
review,substitution,b/w,1.1,bengi,15,Enja magome bengi,wengi,16,Wandu wengi wadapoilwaa ni kusafiri,,,
review,substitution,l/b,5.2,bila,26,Vilongozi wefwana kuhudumia wananchi bila kubagua ungi,lila,5,Leka lila,,,
review,substitution,s/c,9.3,kuche,28,Enda kughue vadu ivi vighokie kuche navo,kushe,3,Enda mtambonyi kushe mfu ghwa msara,,,
review,substitution,w/n,2.1,naw'eenda,21,Naw'eenda cha shighadi kulola chaghu.,waw'eenda,10,Nani waw'eenda idukenyi?,,,
review,substitution,v/r,2.1,rape,21,W'uja Mbaa wa isanga oko na wuhuru ghotumia mali ra isanga seji ni rape?,vape,10,Oreandika vichuku vape kwa mpande ghwa w'ulindiri.,,,
review,substitution,n/w,3.4,naichi,7,Naichi kuagha kigharo,waichi,24,Wadeki waichi kupoisa vindo visingie.,,,
review,substitution,o/e,5.2,kulela,5,Wavi wijali kulela wana.,kulola,26,Kusesighe kulola maarifa,,,
review,substitution,y/k,5.2,kenyu,26,Vindo va luma lwa kenyu visingagha shuu.,yenyu,5,Ndedidimagha kushinda timu yenyu.,,,
review,indel,h,2.3,kibaa,21,Chuo kibaa ni andu kupoiye kushoma,kibaha,9,Ndekune kighirio kibaha kwa mndu uko na kukunda kufanikilwa.,,,
review,indel,e,1.7,ndoenyi,19,Mlungu uchakaba ndoenyi.,ndonyi,11,Umeme ghobara ndonyi.,,,
review,indel,r,1.0,rwai,15,Rwai yadareda makongo,wai,15,Ni ncha wai na wadawana wishome,,,
review,indel,',4.0,w'abaa,24,Vindo vikurie ni va w'andu w'abaa.,wabaa,6,Wanake wefeana kuneka ishima wandu wabaa,,,
review,indel,o,2.3,ghora,9,"Nawekusikira, ghora ichi kukunde.",oghora,21,Oghora angu omoni ni m'kichuku.,,,
review,indel,i,6.5,icha,4,Dibora chumbo ilinga njumwa icha ikanisenyi?,ichia,26,Mokunda kukaba mori ichia mwawedafuna boboro.,,,
review,indel,e,1.1,efwana,16,W'andu efwana w'itumie magome karakara na wuezo ghwaw'o.,fwana,14,Kuaeliwe kughua vilambo va fwana,,,
review,indel,m,6.5,msimu,4,Wangu wekundika witesiana msimu ghwa wasi.,simu,26,Ini n'moni ndewinikabiagha simu,,,
review,indel,i,1.0,inimoni,15,Inimoni na wambedu dedeboisa visuka vina.,nimoni,15,Nimoni nio mwana ukindilo ni w'avi w'ape.,,,
review,indel,a,1.5,masa,12,Mka wakufungua masa,masaa,18,Agha masaa gha nadime ni gheoresha.,,,
review,indel,',3.3,w'uda,23,W'andu w'elwa w'atesiagha nandighi ngelo ra w'uda.,wuda,7,Isanga jedu ndedine wuda,,,
review,indel,h,2.8,aje,22,Na warighiti aje wekwaeni wawebonya kazi nicha?,ajhe,8,Ajhe kwawo ndewiko,,,
review,indel,m,9.0,igho,27,Igho jiko moyo na iyo mbari ya wueli.,migho,3,Oho na mwana wako mgale kwa migho.,,,
review,indel,s,1.1,ighana,14,Karne ni miaka ighana jimweri,sighana,16,Ukalegha sighana na omoni,,,
review,indel,',6.5,w'ushu,26,Nineke kilole niw'one w'ushu ghwapo.,wushu,4,Kuseke tima kuniwada wushu ghwapo.,,,
review,indel,n,1.5,dii,18,Vua esindanya dii.,dini,12,W'ele dini yako ni iyao?,,,
review,substitution,d/u,1.3,mada,17,Chuilwa mada.,maua,13,Magome ni maua sena ghadabwagha.,,,
review,substitution,y/j,6.5,jadareda,4,Iruwa jadareda mwengere,yadareda,26,Chofi yadareda zua.,,,
review,substitution,w/n,3.3,napoilwa,23,Napoilwa kukwana naokumoni,wapoilwa,7,Wana wapoilwa ni kucheza mpira.,,,
review,substitution,y/r,6.5,radareda,4,Nyerinyeri radareda ndodo.,yadareda,26,Chofi yadareda zua.,,,
review,substitution,v/r,3.3,risingie,7,Nguluma risingie ni rekanga,visingie,23,Mka wapo wadeka vindo visingie.,,,
review,substitution,a/e,3.3,mbau,7,Mbau rejighwa ni msaghu,mbeu,23,Iji itunda ndejine mbeu.,,,
review,substitution,d/w,1.0,diko,15,Mao odeka ukighora nandighi diko shighadi dikimsikira,wiko,15,Awo wose wiko moyo.,,,
review,substitution,o/u,4.0,ivo,24,Ivo vindo vaka na msingo ghupoie.,ivu,6,Dadakaba mswaki na ivu.,,,
review,substitution,l/z,9.0,w'alima,3,W'andu w'alima kilandu,w'azima,27,Kuw'itanya w'azima.,,,
review,substitution,r/m,3.3,meda,7,Meda na ndiwa rachua machi.,reda,23,Reda magome ghapo.,,,
review,substitution,e/i,2.0,idimee,10,Idimee w'edew'wadwa w'ikilogha gii.,idimei,20,Kwaja kii idimei,,,
review,substitution,i/u,1.5,ndeiko,18,Ngasu ingi ndeiko,ndeuko,12,Grace ndeuko mzinyi waenda cha Makadara uzighano kama wahoa,,,
review,substitution,g/j,9.0,igho,27,Igho jiko moyo na iyo mbari ya wueli.,ijho,3,Ijho nijho irumirio,,,
review,substitution,k/m,1.5,kamba,18,Kwahuwo kwawona kwa ihi ngelo ya miaka inya wakundikie wirude kamba zaidi,mamba,12,Omba umilo ni mamba.,,,
review,substitution,b/v,1.5,bana,12,Neka na wada bana,vana,18,Vana vakongodwa,,,
review,substitution,a/u,3.3,tima,7,Kuasefo ngolo tima sena,timu,23,Kazi ya timu yadima kupoa kuchumba.,,,
review,substitution,t/l,3.3,kulala,23,Ndeekoghe chia ingi zima ela kulala isakenyi.,kutala,7,Aho niko kuchaadima kutala.,,,
review,substitution,i/a,2.3,chumba,9,Chumba cheka na meza na vifumbi vidadu,chumbi,21,Agha machi ni gha chumbi,,,
review,substitution,j/w,2.3,jafuma,9,Iruwa jafuma jikalie shuu idime.,wafuma,21,Wandu wose wafuma,,,
review,substitution,y/r,1.1,niro,14,Aha dalima sukuma na tindi niro niwonagha rawebonya nicha zaidi aha dawida.,niyo,16,Ija niyo mali ivisiro.,,,
review,substitution,i/u,6.5,ipoiye,26,Lumalwakenyi ni ngelo ipoiye yehoresha,upoiye,4,Mwanafunzi upoiye ni uja uko na tabia ripoiye na ishima ja hali ya ighu,,,
review,indel,m,8.7,kulola,26,Kusesighe kulola maarifa,kumlola,3,Sena naraenda kumlola,,,
review,indel,h,8.7,jako,26,Ituku jako jike na kupoilwa,jhako,3,Irina jhako jiele,,,
review,indel,k,1.2,izungu,16,Izungu ibaa ja wandu,kizungu,13,"Itanaha ni michele, chipsi, soda, na vindo va Kizungu viseelekiagha",,,
review,indel,i,2.6,duka,8,Duka ighembe,iduka,21,Iduka jha vilole jharughwa mapema,,,
