row,original_text,original_word,corrected_word,source
11475,Cheko kimu chew'a na kimu chekuw'ida.,chew'a,chewa,apostrophe_rule
11475,Cheko kimu chew'a na kimu chekuw'ida.,chekuw'ida,chekuwida,apostrophe_rule
11478,Kio na dime yadifwane dimkase Mlungu kwa w'ucha ghwape.,w'ucha,wucha,apostrophe_rule
11479,Ihi miaka davika daw'eseria w'eke w'aw'a.,daw'eseria,daweseria,apostrophe_rule
11479,Ihi miaka davika daw'eseria w'eke w'aw'a.,w'eke,weke,apostrophe_rule
11479,Ihi miaka davika daw'eseria w'eke w'aw'a.,w'aw'a,wawa,apostrophe_rule
11482,Kwaki WaMasai w'inywagha bagha iranganyiro na mariw'a?,w'inywagha,winywagha,apostrophe_rule
11482,Kwaki WaMasai w'inywagha bagha iranganyiro na mariw'a?,mariw'a,mariwa,apostrophe_rule
11484,Mlungu orew'ika lusenge lwa vua maw'ingunyi.,orew'ika,orewika,apostrophe_rule
11484,Mlungu orew'ika lusenge lwa vua maw'ingunyi.,maw'ingunyi,mawingunyi,apostrophe_rule
11486,Mvi wadima kuw'asiria mwanape njowe.,kuw'asiria,kuwasiria,apostrophe_rule
11487,Mzi m'baa ghuko ghadi na ghadi ya Voi na W'undanyi.,m'baa,mbaa,apostrophe_rule
11487,Mzi m'baa ghuko ghadi na ghadi ya Voi na W'undanyi.,W'undanyi,Wundanyi,apostrophe_rule
11488,W'aw'usi w'aerie kula andu mpaka noko lughu.,W'aw'usi,Wawusi,apostrophe_rule
11488,W'aw'usi w'aerie kula andu mpaka noko lughu.,w'aerie,waerie,apostrophe_rule
11489,Kiteto cha W'aMtango ni kizima ndechifwanane na W'aKidaya.,W'aMtango,Wamtango,apostrophe_rule
11489,Kiteto cha W'aMtango ni kizima ndechifwanane na W'aKidaya.,W'aKidaya,Wakidaya,apostrophe_rule
11490,"Vichuku, mbari na viteto va W'adaw'ida vew'aghika seji mighondi iw'aghikie.",W'adaw'ida,Wadawida,apostrophe_rule
11490,"Vichuku, mbari na viteto va W'adaw'ida vew'aghika seji mighondi iw'aghikie.",vew'aghika,vewaghika,apostrophe_rule
11490,"Vichuku, mbari na viteto va W'adaw'ida vew'aghika seji mighondi iw'aghikie.",iw'aghikie,iwaghikie,apostrophe_rule
11494,Voi emarwa ni mighondi mviringo seji mzi ghuw'onekagha kibogholonyi.,ghuw'onekagha,ghuwonekagha,apostrophe_rule
11495,W'adaw'ida w'eka na magho chiki ela zaidi w'aagha na matofali gha w'udongo ghuochero.,W'adaw'ida,Wadawida,apostrophe_rule
11495,W'adaw'ida w'eka na magho chiki ela zaidi w'aagha na matofali gha w'udongo ghuochero.,w'eka,weka,apostrophe_rule
11495,W'adaw'ida w'eka na magho chiki ela zaidi w'aagha na matofali gha w'udongo ghuochero.,w'aagha,waagha,apostrophe_rule
11495,W'adaw'ida w'eka na magho chiki ela zaidi w'aagha na matofali gha w'udongo ghuochero.,w'udongo,wudongo,apostrophe_rule
11496,Koko andu kwa kirindi Chawia kuw'angwagha Jangara.,kuw'angwagha,kuwangwagha,apostrophe_rule
11497,"Naghora w'elee, uo mwana ulilagha ufunyo.",w'elee,welee,apostrophe_rule
11498,Ofuma w'oruw'u na kira.,w'oruw'u,woruwu,apostrophe_rule
11499,Diko w'ana w'atini daraobua virerende.,w'ana,wana,apostrophe_rule
11499,Diko w'ana w'atini daraobua virerende.,w'atini,watini,apostrophe_rule
11500,W'adaw'ida w'aghalusagha marina kunughia iri maza w'ipwane naro.,W'adaw'ida,Wadawida,apostrophe_rule
11500,W'adaw'ida w'aghalusagha marina kunughia iri maza w'ipwane naro.,w'aghalusagha,waghalusagha,apostrophe_rule
11500,W'adaw'ida w'aghalusagha marina kunughia iri maza w'ipwane naro.,w'ipwane,wipwane,apostrophe_rule
11501,Mndu ukalow'ua mka ughokie walindia usekesokwa.,Mndu,Mundu,confirmed_correction
11501,Mndu ukalow'ua mka ughokie walindia usekesokwa.,ukalow'ua,ukalowua,apostrophe_rule
11502,Uja ni mwanyenyu angu ni mkichuku?,Uja,Ujha,confirmed_correction
11504,Mzuri wa ijo isanga orekunda kumlow'ua.,kumlow'ua,kumlowua,apostrophe_rule
11505,Ngapata w'ulalo niendagha.,w'ulalo,wulalo,apostrophe_rule
11508,Kwaki w'andu w'irashaneghe kwa malagho gha kisha?,w'andu,wandu,apostrophe_rule
11508,Kwaki w'andu w'irashaneghe kwa malagho gha kisha?,w'irashaneghe,wirashaneghe,apostrophe_rule
11509,Aha kochua ndighi ra kira ni suti mndu ukaie meso.,mndu,mundu,confirmed_correction
11510,Kughora mndu ukaie meso mana yaro ni kulomba bila kusilwa.,mndu,mundu,confirmed_correction
11512,"Ado lee, ni kisaya kuida mndu kituri?",mndu,mundu,confirmed_correction
11514,Kerew'ada upatagha matuku uche mzinyi Krisimasi.,Kerew'ada,Kerewada,apostrophe_rule
11515,Ilagho ja imbiri ni kusighana na kunywa sukari.,ja,jha,confirmed_correction
11517,W'usira meso kuzighane na kumanye aha kuko.,W'usira,Wusira,apostrophe_rule
11518,Neloswa nesindaw'ingishwa ni mndu wa isu.,nesindaw'ingishwa,nesindawingishwa,apostrophe_rule
11518,Neloswa nesindaw'ingishwa ni mndu wa isu.,mndu,mundu,confirmed_correction
11519,Nasuw'iria ninekwagha mafungu kesho.,Nasuw'iria,Nasuwiria,apostrophe_rule
11521,W'andu w'ikaghosia w'ineko w'utesia ni w'ana w'aw'o.,W'andu,Wandu,apostrophe_rule
11521,W'andu w'ikaghosia w'ineko w'utesia ni w'ana w'aw'o.,w'ikaghosia,wikaghosia,apostrophe_rule
11521,W'andu w'ikaghosia w'ineko w'utesia ni w'ana w'aw'o.,w'ineko,wineko,apostrophe_rule
11521,W'andu w'ikaghosia w'ineko w'utesia ni w'ana w'aw'o.,w'utesia,wutesia,apostrophe_rule
11521,W'andu w'ikaghosia w'ineko w'utesia ni w'ana w'aw'o.,w'ana,wana,apostrophe_rule
11521,W'andu w'ikaghosia w'ineko w'utesia ni w'ana w'aw'o.,w'aw'o,wawo,apostrophe_rule
11523,Naboilwa ni kuselia mwanedu m'baa.,m'baa,mbaa,apostrophe_rule
11524,"Toe mpaka unikotie, w'ele w'uja kuchaa lii?",w'ele,wele,apostrophe_rule
11524,"Toe mpaka unikotie, w'ele w'uja kuchaa lii?",w'uja,wuja,apostrophe_rule
11525,W'aja w'isigharikie w'ejoka cha mighondinyi.,W'aja,Waja,apostrophe_rule
11525,W'aja w'isigharikie w'ejoka cha mighondinyi.,w'isigharikie,wisigharikie,apostrophe_rule
11525,W'aja w'isigharikie w'ejoka cha mighondinyi.,w'ejoka,wejoka,apostrophe_rule
11526,Olenyi maza rabia da ngera nibonyagha w'ada!,w'ada,wada,apostrophe_rule
11528,Linu iruw'a jafuma ng'ashu!,iruw'a,iruwa,apostrophe_rule
11530,Nakila mwana wa w'andu orekorwa ni machi gha msara.,w'andu,wandu,apostrophe_rule
11531,Ukaw'oka kudeda ndounyama chuku seji wakumbwa mfunguo.,Ukaw'oka,Ukawoka,apostrophe_rule
11532,W'andu w'ikachumbana ilagho ja mana ni kufuyana w'ughoma.,W'andu,Wandu,apostrophe_rule
11532,W'andu w'ikachumbana ilagho ja mana ni kufuyana w'ughoma.,w'ikachumbana,wikachumbana,apostrophe_rule
11532,W'andu w'ikachumbana ilagho ja mana ni kufuyana w'ughoma.,ja,jha,confirmed_correction
11532,W'andu w'ikachumbana ilagho ja mana ni kufuyana w'ughoma.,w'ughoma,wughoma,apostrophe_rule
11533,W'asaw'I w'eko ela ndew'idimagha kuw'unja mdamu uw'uye kichula.,W'asaw'I,Wasawi,apostrophe_rule
11533,W'asaw'I w'eko ela ndew'idimagha kuw'unja mdamu uw'uye kichula.,w'eko,weko,apostrophe_rule
11533,W'asaw'I w'eko ela ndew'idimagha kuw'unja mdamu uw'uye kichula.,ndew'idimagha,ndewidimagha,apostrophe_rule
11533,W'asaw'I w'eko ela ndew'idimagha kuw'unja mdamu uw'uye kichula.,kuw'unja,kuwunja,apostrophe_rule
11533,W'asaw'I w'eko ela ndew'idimagha kuw'unja mdamu uw'uye kichula.,uw'uye,uwuye,apostrophe_rule
11534,Kiture chadima kubonya mndu ukuvise nyumbenyi.,mndu,mundu,confirmed_correction
11535,Nakundagha nikaie na w'aghenyu w'idimagha kuelelwa ni inyi.,w'aghenyu,waghenyu,apostrophe_rule
11535,Nakundagha nikaie na w'aghenyu w'idimagha kuelelwa ni inyi.,w'idimagha,widimagha,apostrophe_rule
11537,W'ana w'ibarie w'andu w'abaa vifumbi.,W'ana,Wana,apostrophe_rule
11537,W'ana w'ibarie w'andu w'abaa vifumbi.,w'ibarie,wibarie,apostrophe_rule
11537,W'ana w'ibarie w'andu w'abaa vifumbi.,w'andu,wandu,apostrophe_rule
11537,W'ana w'ibarie w'andu w'abaa vifumbi.,w'abaa,wabaa,apostrophe_rule
11538,Iruw'a jabia sigha dilole kiju.,Iruw'a,Iruwa,apostrophe_rule
11539,W'andu hasa w'a kiw'omi kughochuaghochua chienyi ni w'aya.,W'andu,Wandu,apostrophe_rule
11539,W'andu hasa w'a kiw'omi kughochuaghochua chienyi ni w'aya.,w'a,wa,apostrophe_rule
11539,W'andu hasa w'a kiw'omi kughochuaghochua chienyi ni w'aya.,kiw'omi,kiwomi,apostrophe_rule
11539,W'andu hasa w'a kiw'omi kughochuaghochua chienyi ni w'aya.,w'aya,waya,apostrophe_rule
11540,Ijo isanga ni itini sana ndejiw'ikatagha.,ndejiw'ikatagha,ndejiwikatagha,apostrophe_rule
11541,Ow'ingwa ughende noko sa koshi.,Ow'ingwa,Owingwa,apostrophe_rule
11544,W'aw'ae uvae mae nio umlelie.,W'aw'ae,Wawae,apostrophe_rule
11547,Mbuw'a yose ebukwa ni isaka na minjwa.,Mbuw'a,Mbuwa,apostrophe_rule
11550,Mombasa ni andu kwa mruke m'baa.,m'baa,mbaa,apostrophe_rule
11551,Iruw'a jendabia w'andu w'ezerwa w'isee kidombo kijunyi.,Iruw'a,Iruwa,apostrophe_rule
11551,Iruw'a jendabia w'andu w'ezerwa w'isee kidombo kijunyi.,w'andu,wandu,apostrophe_rule
11551,Iruw'a jendabia w'andu w'ezerwa w'isee kidombo kijunyi.,w'ezerwa,wezerwa,apostrophe_rule
11551,Iruw'a jendabia w'andu w'ezerwa w'isee kidombo kijunyi.,w'isee,wisee,apostrophe_rule
11554,Maw'ingu ghaw'onekagha nadime.,Maw'ingu,Mawingu,apostrophe_rule
11554,Maw'ingu ghaw'onekagha nadime.,ghaw'onekagha,ghawonekagha,apostrophe_rule
11561,W'andu w'enyu mang'oni w'ichabwaghwa w'udenyi.,W'andu,Wandu,apostrophe_rule
11561,W'andu w'enyu mang'oni w'ichabwaghwa w'udenyi.,w'enyu,wenyu,apostrophe_rule
11561,W'andu w'enyu mang'oni w'ichabwaghwa w'udenyi.,w'ichabwaghwa,wichabwaghwa,apostrophe_rule
11561,W'andu w'enyu mang'oni w'ichabwaghwa w'udenyi.,w'udenyi,wudenyi,apostrophe_rule
11562,W'andu w'enyu w'a womi wi'chabwaghwa kwa lufu.,W'andu,Wandu,apostrophe_rule
11562,W'andu w'enyu w'a womi wi'chabwaghwa kwa lufu.,w'enyu,wenyu,apostrophe_rule
11562,W'andu w'enyu w'a womi wi'chabwaghwa kwa lufu.,w'a,wa,apostrophe_rule
11562,W'andu w'enyu w'a womi wi'chabwaghwa kwa lufu.,wi'chabwaghwa,wichabwaghwa,apostrophe_rule
11563,Andu kose kwanuka kiw'iw'I kwa w'undu ghwa saru.,kiw'iw'I,kiwiwi,apostrophe_rule
11563,Andu kose kwanuka kiw'iw'I kwa w'undu ghwa saru.,w'undu,wundu,apostrophe_rule
11564,W'akukasa na vilambo linu na kesho ndeviko.,W'akukasa,Wakukasa,apostrophe_rule
11565,Nguw'o rirwalwagha agha matuku ni karakara na kuenda duhu.,Nguw'o,Nguwo,apostrophe_rule
11566,W'ai w'arwa njugha ra masavionyi.,W'ai,Wai,apostrophe_rule
11566,W'ai w'arwa njugha ra masavionyi.,w'arwa,warwa,apostrophe_rule
11568,Ow'adwa ni fwali muw'I ghose.,Ow'adwa,Owadwa,apostrophe_rule
11568,Ow'adwa ni fwali muw'I ghose.,muw'I,muwi,apostrophe_rule
11569,Ikaiaa w'ada w'akiw'a w'ikito ni w'azuri Mlungu ukiw'ona?,w'ada,wada,apostrophe_rule
11569,Ikaiaa w'ada w'akiw'a w'ikito ni w'azuri Mlungu ukiw'ona?,w'akiw'a,wakiwa,apostrophe_rule
11569,Ikaiaa w'ada w'akiw'a w'ikito ni w'azuri Mlungu ukiw'ona?,w'ikito,wikito,apostrophe_rule
11569,Ikaiaa w'ada w'akiw'a w'ikito ni w'azuri Mlungu ukiw'ona?,w'azuri,wazuri,apostrophe_rule
11569,Ikaiaa w'ada w'akiw'a w'ikito ni w'azuri Mlungu ukiw'ona?,ukiw'ona,ukiwona,apostrophe_rule
11570,Vilongozi va iji isanga vaw'iasoka w'akiw'a hachi raw'o.,vaw'iasoka,vawiasoka,apostrophe_rule
11570,Vilongozi va iji isanga vaw'iasoka w'akiw'a hachi raw'o.,w'akiw'a,wakiwa,apostrophe_rule
11570,Vilongozi va iji isanga vaw'iasoka w'akiw'a hachi raw'o.,raw'o,rawo,apostrophe_rule
11572,Daw'ialaghashwa ni vilongozi vedu.,Daw'ialaghashwa,Dawialaghashwa,apostrophe_rule
11574,W'adaw'da w'engi ni W'akristo ela w'amu ndew'ine dini.,W'adaw'da,Wadawda,apostrophe_rule
11574,W'adaw'da w'engi ni W'akristo ela w'amu ndew'ine dini.,w'engi,wengi,apostrophe_rule
11574,W'adaw'da w'engi ni W'akristo ela w'amu ndew'ine dini.,W'akristo,Wakristo,apostrophe_rule
11574,W'adaw'da w'engi ni W'akristo ela w'amu ndew'ine dini.,w'amu,wamu,apostrophe_rule
11574,W'adaw'da w'engi ni W'akristo ela w'amu ndew'ine dini.,ndew'ine,ndewine,apostrophe_rule
11576,Wakunda kulwa na kula m'ndu.,m'ndu,mundu,confirmed_correction
11577,Madedo ghaw'o na mabonyo ghaw'o ghazamie.,ghaw'o,ghawo,apostrophe_rule
11577,Madedo ghaw'o na mabonyo ghaw'o ghazamie.,ghaw'o,ghawo,apostrophe_rule
11578,Siw'adie vindo nyumbenyi angu nguw'o rerwa.,Siw'adie,Siwadie,apostrophe_rule
11578,Siw'adie vindo nyumbenyi angu nguw'o rerwa.,nguw'o,nguwo,apostrophe_rule
11579,Sidimagha kukaia mtesia onyu kaw'ona mwanizighana niekeri.,kaw'ona,kawona,apostrophe_rule
11581,W'isekelisa kisaya na w'ikalemwa ni kukemelwa.,W'isekelisa,Wisekelisa,apostrophe_rule
11581,W'isekelisa kisaya na w'ikalemwa ni kukemelwa.,w'ikalemwa,wikalemwa,apostrophe_rule
11582,W'anake w'atini w'ifundisho kuneka w'avi na w'andu w'abaa ishima.,W'anake,Wanake,apostrophe_rule
11582,W'anake w'atini w'ifundisho kuneka w'avi na w'andu w'abaa ishima.,w'atini,watini,apostrophe_rule
11582,W'anake w'atini w'ifundisho kuneka w'avi na w'andu w'abaa ishima.,w'ifundisho,wifundisho,apostrophe_rule
11582,W'anake w'atini w'ifundisho kuneka w'avi na w'andu w'abaa ishima.,w'avi,wavi,apostrophe_rule
11582,W'anake w'atini w'ifundisho kuneka w'avi na w'andu w'abaa ishima.,w'andu,wandu,apostrophe_rule
11582,W'anake w'atini w'ifundisho kuneka w'avi na w'andu w'abaa ishima.,w'abaa,wabaa,apostrophe_rule
11583,Naw'iaenda w'ungara ghwa w'aka kesho.,Naw'iaenda,Nawiaenda,apostrophe_rule
11583,Naw'iaenda w'ungara ghwa w'aka kesho.,w'ungara,wungara,apostrophe_rule
11583,Naw'iaenda w'ungara ghwa w'aka kesho.,w'aka,waka,apostrophe_rule
11586,W'asi ni angu kufuma mwanedu usaghie siw'urie aja.,W'asi,Wasi,apostrophe_rule
11586,W'asi ni angu kufuma mwanedu usaghie siw'urie aja.,siw'urie,siwurie,apostrophe_rule
11587,Narasuw'iria kudamba Mombasa ngelo ya Krisimasi.,Narasuw'iria,Narasuwiria,apostrophe_rule
11588,Mm'biw'I oreda ndasanya aghadi ya nyumba ihi.,Mm'biw'I,Mmbiwi,apostrophe_rule
11590,W'eke padri w'eko na nguma aighu ya makanisa.,W'eke,Weke,apostrophe_rule
11590,W'eke padri w'eko na nguma aighu ya makanisa.,w'eko,weko,apostrophe_rule
11592,W'andu w'amu w'ikajokwa ni mmachu w'asughusika.,W'andu,Wandu,apostrophe_rule
11592,W'andu w'amu w'ikajokwa ni mmachu w'asughusika.,w'amu,wamu,apostrophe_rule
11592,W'andu w'amu w'ikajokwa ni mmachu w'asughusika.,w'ikajokwa,wikajokwa,apostrophe_rule
11592,W'andu w'amu w'ikajokwa ni mmachu w'asughusika.,w'asughusika,wasughusika,apostrophe_rule
11593,Nasikire msughusiko ghwaidie Daw'ida.,Daw'ida,Dawida,apostrophe_rule
11595,Fuko w'ajighwagha loli?,w'ajighwagha,wajighwagha,apostrophe_rule
11596,W'andu w'engia mbangenyi kughama vua m'baa.,W'andu,Wandu,apostrophe_rule
11596,W'andu w'engia mbangenyi kughama vua m'baa.,w'engia,wengia,apostrophe_rule
11596,W'andu w'engia mbangenyi kughama vua m'baa.,m'baa,mbaa,apostrophe_rule
11597,Mavuda gha magare ghaw'okie kusow'eka.,ghaw'okie,ghawokie,apostrophe_rule
11597,Mavuda gha magare ghaw'okie kusow'eka.,kusow'eka,kusoweka,apostrophe_rule
11598,Kukaboisa vilambo ivovose vighokie kufunye chaw'ucha kwa Mlungu mneki wa mikonu na w'ujuzi.,chaw'ucha,chawucha,apostrophe_rule
11598,Kukaboisa vilambo ivovose vighokie kufunye chaw'ucha kwa Mlungu mneki wa mikonu na w'ujuzi.,w'ujuzi,wujuzi,apostrophe_rule
11599,"W'amtango w'akukasagha, na kukujosa w'ei Mtango-London.",W'amtango,Wamtango,apostrophe_rule
11599,"W'amtango w'akukasagha, na kukujosa w'ei Mtango-London.",w'akukasagha,wakukasagha,apostrophe_rule
11599,"W'amtango w'akukasagha, na kukujosa w'ei Mtango-London.",w'ei,wei,apostrophe_rule
11600,Kumfuyaa w'iughoma waki?,w'iughoma,wiughoma,apostrophe_rule
11602,Kazi ra mikonu yaw'o ni marasimio kufuma kwa Mlungu.,yaw'o,yawo,apostrophe_rule
11603,Maza diribonyere isiw'eni kumangu darisighie.,isiw'eni,isiweni,apostrophe_rule
11605,Chia nyingi ra Daw'ida nderidimagha kuisa magare.,Daw'ida,Dawida,apostrophe_rule
11606,Okenyi w'aghenyu haw'a w'angia.,w'aghenyu,waghenyu,apostrophe_rule
11606,Okenyi w'aghenyu haw'a w'angia.,haw'a,hawa,apostrophe_rule
11606,Okenyi w'aghenyu haw'a w'angia.,w'angia,wangia,apostrophe_rule
11607,Ndeghuko w'ungara gholaghua na kumnugha Jesu.,w'ungara,wungara,apostrophe_rule
11608,W'andu w'ako kwaw'isighie mana?,W'andu,Wandu,apostrophe_rule
11608,W'andu w'ako kwaw'isighie mana?,w'ako,wako,apostrophe_rule
11608,W'andu w'ako kwaw'isighie mana?,kwaw'isighie,kwawisighie,apostrophe_rule
11610,Nani uchareda w'utanyi ghwa mbari rilwagha aja Gaza?,w'utanyi,wutanyi,apostrophe_rule
11612,W'andu w'engi w'acha kufuma noko w'icheghujoka.,W'andu,Wandu,apostrophe_rule
11612,W'andu w'engi w'acha kufuma noko w'icheghujoka.,w'engi,wengi,apostrophe_rule
11612,W'andu w'engi w'acha kufuma noko w'icheghujoka.,w'acha,wacha,apostrophe_rule
11612,W'andu w'engi w'acha kufuma noko w'icheghujoka.,w'icheghujoka,wicheghujoka,apostrophe_rule
11613,Mghondi ghwa Vuria nigho m'baa kuchumba mighondi yose.,m'baa,mbaa,apostrophe_rule
11614,Agha nigho malogho gherew'oneloghe.,gherew'oneloghe,gherewoneloghe,apostrophe_rule
11615,Ohianya na nguw'o rape mndungi ndoudimie kumrimisha.,nguw'o,nguwo,apostrophe_rule
11616,"Nakorwa ni sisia ya modo, nani waniw'anga?",waniw'anga,waniwanga,apostrophe_rule
11619,Ofwa w'aya kwa w'undu ghotasa milungu.,w'aya,waya,apostrophe_rule
11619,Ofwa w'aya kwa w'undu ghotasa milungu.,w'undu,wundu,apostrophe_rule
11620,W'ingenyi iro nguku risekesaghisa mabemba.,W'ingenyi,Wingenyi,apostrophe_rule
11621,Ochaw'uya m'maiza hata waniida kituri.,Ochaw'uya,Ochawuya,apostrophe_rule
11621,Ochaw'uya m'maiza hata waniida kituri.,m'maiza,mmaiza,apostrophe_rule
11622,Kula umu okunda kuhongwa angu kuw'usa manosi.,kuw'usa,kuwusa,apostrophe_rule
11623,W'ungara ghwa w'udoi ghow'uya ilagho ja kawaida Kenya.,W'ungara,Wungara,apostrophe_rule
11623,W'ungara ghwa w'udoi ghow'uya ilagho ja kawaida Kenya.,w'udoi,wudoi,apostrophe_rule
11623,W'ungara ghwa w'udoi ghow'uya ilagho ja kawaida Kenya.,ghow'uya,ghowuya,apostrophe_rule
11623,W'ungara ghwa w'udoi ghow'uya ilagho ja kawaida Kenya.,ja,jha,confirmed_correction
11626,W'andu w'ikumbilo ngolo ew'uria kulima sa kala.,W'andu,Wandu,apostrophe_rule
11626,W'andu w'ikumbilo ngolo ew'uria kulima sa kala.,w'ikumbilo,wikumbilo,apostrophe_rule
11626,W'andu w'ikumbilo ngolo ew'uria kulima sa kala.,ew'uria,ewuria,apostrophe_rule
11627,Iyo njama ew'uya ya w'andu w'atineri sena nakio.,ew'uya,ewuya,apostrophe_rule
11627,Iyo njama ew'uya ya w'andu w'atineri sena nakio.,w'andu,wandu,apostrophe_rule
11627,Iyo njama ew'uya ya w'andu w'atineri sena nakio.,w'atineri,watineri,apostrophe_rule
11628,W'ana w'isene ndee angu w'aka w'akiw'a w'idederelwagha nani?,W'ana,Wana,apostrophe_rule
11628,W'ana w'isene ndee angu w'aka w'akiw'a w'idederelwagha nani?,w'isene,wisene,apostrophe_rule
11628,W'ana w'isene ndee angu w'aka w'akiw'a w'idederelwagha nani?,w'aka,waka,apostrophe_rule
11628,W'ana w'isene ndee angu w'aka w'akiw'a w'idederelwagha nani?,w'akiw'a,wakiwa,apostrophe_rule
11628,W'ana w'isene ndee angu w'aka w'akiw'a w'idederelwagha nani?,w'idederelwagha,widederelwagha,apostrophe_rule
11629,Bei ra vindo rajoka w'aja w'alemwa and w'isedimagha w'iteselwaa nani?,w'aja,waja,apostrophe_rule
11629,Bei ra vindo rajoka w'aja w'alemwa and w'isedimagha w'iteselwaa nani?,w'alemwa,walemwa,apostrophe_rule
11629,Bei ra vindo rajoka w'aja w'alemwa and w'isedimagha w'iteselwaa nani?,w'isedimagha,wisedimagha,apostrophe_rule
11629,Bei ra vindo rajoka w'aja w'alemwa and w'isedimagha w'iteselwaa nani?,w'iteselwaa,witeselwaa,apostrophe_rule
11630,Kenya yaw'uya isanga jisene mecha angu hachi.,yaw'uya,yawuya,apostrophe_rule
11634,Linu ni ituku ja ndima ya Bwana.,ja,jha,confirmed_correction
11635,W'aisilamu w'atasa mori ghwa lukombe.,W'aisilamu,Waisilamu,apostrophe_rule
11635,W'aisilamu w'atasa mori ghwa lukombe.,w'atasa,watasa,apostrophe_rule
11636,Sidimagha kurumaghia w'upuzi ghwawo.,w'upuzi,wupuzi,apostrophe_rule
11637,Olow'olwa ni mkichuku ikakaia suti mburi ifunyo kizongona.,Olow'olwa,Olowolwa,apostrophe_rule
11639,Jingi ndew'isow'ie cheja.,ndew'isow'ie,ndewisowie,apostrophe_rule
11640,Orefugha mburi na ng'ondi na ng'ombe imweri ya mariw'a.,mariw'a,mariwa,apostrophe_rule
11641,Siboilwagha ni w'eke matee w'isene w'aya.,w'eke,weke,apostrophe_rule
11641,Siboilwagha ni w'eke matee w'isene w'aya.,w'isene,wisene,apostrophe_rule
11641,Siboilwagha ni w'eke matee w'isene w'aya.,w'aya,waya,apostrophe_rule
11643,Kukubonyera huw'u si ilagho jingi ibaa kwapo.,huw'u,huwu,apostrophe_rule
11644,Osigharika uekeri pwaw'o.,pwaw'o,pwawo,apostrophe_rule
11645,"Pedu deko na mbuw'a ya marenge, makaji, mako na maduma.",mbuw'a,mbuwa,apostrophe_rule
11646,Anyaja nikokoni w'ose w'irikilo.,w'ose,wose,apostrophe_rule
11646,Anyaja nikokoni w'ose w'irikilo.,w'irikilo,wirikilo,apostrophe_rule
11648,Mzi ghwapwaw'o ghosighwa sa kiw'anda.,ghwapwaw'o,ghwapwawo,apostrophe_rule
11648,Mzi ghwapwaw'o ghosighwa sa kiw'anda.,kiw'anda,kiwanda,apostrophe_rule
11649,Kufuma w'uda ghugue Gaza Isanga jesighwa iduu.,w'uda,wuda,apostrophe_rule
11650,W'asaw'I niw'o w'azidi aha Ai!,W'asaw'I,Wasawi,apostrophe_rule
11650,W'asaw'I niw'o w'azidi aha Ai!,niw'o,niwo,apostrophe_rule
11650,W'asaw'I niw'o w'azidi aha Ai!,w'azidi,wazidi,apostrophe_rule
11653,Maza rimu rasighwa w'oruwu.,w'oruwu,woruwu,apostrophe_rule
11654,Eri vonda vioghosho nwao vishingo w'ughanga .,w'ughanga,wughanga,apostrophe_rule
11655,Naramwenja w'ughangnyi kila ituku.,w'ughangnyi,wughangnyi,apostrophe_rule
11656,Uja mka waw'onie w'asi m'baa kufuma utikilo ni pikipiki.,Uja,Ujha,confirmed_correction
11656,Uja mka waw'onie w'asi m'baa kufuma utikilo ni pikipiki.,waw'onie,wawonie,apostrophe_rule
11656,Uja mka waw'onie w'asi m'baa kufuma utikilo ni pikipiki.,w'asi,wasi,apostrophe_rule
11656,Uja mka waw'onie w'asi m'baa kufuma utikilo ni pikipiki.,m'baa,mbaa,apostrophe_rule
11659,"Kwaki mduagha aha, mwaw'iaw'eseria ani?",mwaw'iaw'eseria,mwawiaweseria,apostrophe_rule
11660,To! W'ana w'abonyere w'avi w'aw'o laghe-laghe!,W'ana,Wana,apostrophe_rule
11660,To! W'ana w'abonyere w'avi w'aw'o laghe-laghe!,w'abonyere,wabonyere,apostrophe_rule
11660,To! W'ana w'abonyere w'avi w'aw'o laghe-laghe!,w'avi,wavi,apostrophe_rule
11660,To! W'ana w'abonyere w'avi w'aw'o laghe-laghe!,w'aw'o,wawo,apostrophe_rule
11661,Oreleghwa ni mka w'andu w'ikashinika.,w'andu,wandu,apostrophe_rule
11661,Oreleghwa ni mka w'andu w'ikashinika.,w'ikashinika,wikashinika,apostrophe_rule
11662,W'andu w'apo ndew'aw'iatambukilwa.,W'andu,Wandu,apostrophe_rule
11662,W'andu w'apo ndew'aw'iatambukilwa.,w'apo,wapo,apostrophe_rule
11662,W'andu w'apo ndew'aw'iatambukilwa.,ndew'aw'iatambukilwa,ndewawiatambukilwa,apostrophe_rule
11664,Nalelie w'ana w'ikazoghua.,w'ana,wana,apostrophe_rule
11664,Nalelie w'ana w'ikazoghua.,w'ikazoghua,wikazoghua,apostrophe_rule
11665,W'uja agha matuku w'eko w'alodi w'a kilolia?,W'uja,Wuja,apostrophe_rule
11665,W'uja agha matuku w'eko w'alodi w'a kilolia?,w'eko,weko,apostrophe_rule
11665,W'uja agha matuku w'eko w'alodi w'a kilolia?,w'alodi,walodi,apostrophe_rule
11665,W'uja agha matuku w'eko w'alodi w'a kilolia?,w'a,wa,apostrophe_rule
11667,Hata w'andu w'azima w'isowe andu kokaia.,w'andu,wandu,apostrophe_rule
11667,Hata w'andu w'azima w'isowe andu kokaia.,w'azima,wazima,apostrophe_rule
11667,Hata w'andu w'azima w'isowe andu kokaia.,w'isowe,wisowe,apostrophe_rule
